{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлександраАнфиса1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАльбина3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнисийАмелия4', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнжелаАся7', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АгнессаАнастасий7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АриаднаАрхип11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонинаАнжела3', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АвраамАполлон5', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АллаАрсений4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АртурАркадий8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлисаАполлинарий10', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АдаАда8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АдонисАгафон7', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АристархАнгелина10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АльфредАрсен7', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АльфияАлсу4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АполлинарийАполлинарий4', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АполлинарийАристарх2', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАльбина3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АделинаАлена8', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АленаАльфред3', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АнастасияАльберт4', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АнгелинаАмалия13', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АндрейАрхип2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнастасияАртур11', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АленаАнатолий9', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлисаАвгустин10', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АсяАлиса3', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлсуАлиса9', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАкулина5', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АркадийАгафон10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгнияАлевтина8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнастасияАда10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АриаднаАрсен8', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АленаАмалия2', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АмалияАлла3', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАристарх2', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгатаАделина4', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АрхипАнтон7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлисаАлла10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АгнессаАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АрсенийАнна2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АвраамАлексей2', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АполлонАвгуст6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АринаАгния13', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АльбинаАдонис6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АртемийАрсений11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАркадий11', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгафонАристарх8', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АлексейАлла6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнисийАгнесса11', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнжелаАлиса5', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнастасияАлександр7', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АланАрсений8', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасияАлександра2', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АртемийАгнесса1', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АнисийАкайо9', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АсяАрина12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАдонис4', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгафонАнфиса5', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АльбинаАделина3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАнгелина5', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АвгустинАнтон5', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АльбинаАртур10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАрина2', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АдонисАнастасия6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АриаднаАгата9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАврора13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАнастасий12', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АркадийАлина5', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АполлонАриадна5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлинаАвраам3', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлисаАся2', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АдаАполлинарий9', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АкулинаАнфиса5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АркадийАндрей10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлевтинаАнжелика9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АврораАгнесса2', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустАлена3', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнфисаАгния13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлевтинаАнатолий5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АделинаАдонис11', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАристарх13', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустАврора1', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлександрАнтонина11', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнфисаАртем5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АкулинаАлина8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлисаАнжела7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АринаАмелия12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонАкулина3', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АлександраАгата8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльфредАнна2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАгафон8', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнжелаАделаида4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАлина12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АкулинаАнна3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАлан10', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АллаАркадий3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АндрейАлексей12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнастасияАльфред8', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнастасийАделина7', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнисийАполлон9', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АлексейАнфиса4', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АланАполлинарий12', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АланАмалия2', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АртурАврора2', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнатолийАврора3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАнгелина10', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АсяАлан11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАристарх8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльфредАльфред8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АврораАндрей3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнжеликаАвраам10', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АнтонАкайо9', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АнжеликаАвраам2', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АкулинаАда1', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АланАда3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАлександра10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнгелинаАльфия5', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АмелияАрсений10', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АлександрАнжелика5', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АлевтинаАнфиса5', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгафонАгнесса13', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АполлинарийАнтон12', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АннаАлексей5', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнжелаАвраам8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АльфияАнжела5', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнфисаАгата4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнисийАлександра7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АндрейАртур7', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АвгустинАнна11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АмалияАполлон6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльбертАртем12', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенийАнастасия13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АленаАлена6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АмалияАлан10', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АполлонАртем6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АннаАндрей3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгнессаАнтон11', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АрсенийАгафон7', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АмелияАполлон2', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АллаАркадий2', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАлиса12', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АртурАлла12', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АринаАврора3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АгафонАрсений11', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АркадийАнастасия12', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АркадийАлсу11', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлександрАда13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АннаАрхип6', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АдонисАльбина2', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АнастасияАвраам3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльфредАльберт5', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АллаАрхип12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустАриадна2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлинаАгата1', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АкайоАгата8', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АннаАкулина10', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АрсенАгата9', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АллаАнастасий5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АленаАвгуст9', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АртемАрхип1', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАрхип9', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АртемАнисий10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртемАлина1', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АрсенАртемий10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АделаидаАлла10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнгелинаАльфред7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнфисаАртемий8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенАкулина2', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АдонисАртемий5', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АллаАнастасий2', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АннаАмелия1', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АврораАнатолий5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АртемийАделина12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АврораАдонис9', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнтонАнисий6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АлександраАвраам1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАнисий1', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АндрейАделаида2', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АланАвгуст1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АльбертАльфред1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлевтинаАнатолий11', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАлла12', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АполлинарийАдонис10', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгатаАльфред13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АдонисАделина7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АльбертАнжела13', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АнатолийАркадий13', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АкайоАркадий11', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АрсенийАнгелина13', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АполлинарийАльфред2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АрсенАрсен8', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АллаАвгуст2', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АльбинаАлиса3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АндрейАмелия12', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АлевтинаАлевтина6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлександраАриадна13', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АвгустинАгнесса12', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АлсуАгафон1', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АсяАртем6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАвраам9', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АриаднаАлександра8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгатаАгафон13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АполлонАлена11', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АнтонинаАриадна7', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АндрейАвраам12', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлинаАвгуст2', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АриаднаАлла9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АртемАполлон11', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлексейАнна13', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АннаАльбина1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АльфредАлла5', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АполлинарийАльбина12', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АртемАлсу12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнастасияАрсен11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АндрейАркадий6', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгнияАртем11', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АвраамАртемий5', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенийАдонис6', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенАльберт7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлександрАнфиса12', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АвраамАся7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АвраамАртур10', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АмалияАркадий3', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АмелияАртем8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АринаАнатолий3', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АмелияАртур1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АллаАдонис5', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнатолийАся12', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АкайоАльфия12', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АполлонАлександра12', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АмелияАнастасий13', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлександрАнтон11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АринаАнастасий10', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлександрАртур7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртурАвгустин5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгнияАртем8', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АрхипАда9', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнастасияАгафон13', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнатолийАвраам11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАлина2', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАльбина11', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АринаАльфред2', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АланАндрей9', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АленаАвраам4', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АдонисАлина1', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АлисаАлександра13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгнессаАвгустин7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АльбинаАнтонина13', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АделинаАртур3', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнтонАполлинарий8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АврораАристарх4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АврораАгата6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АртурАлексей6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртемАнтон6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АркадийАркадий2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АринаАмалия8', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АмелияАнгелина4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АгатаАгния7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АврораАртур12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгатаАртем8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АльбинаАриадна9', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльбертАнисий7', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АльфредАмалия1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АндрейАндрей11', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АланАнфиса2', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АполлинарийАльберт6', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АнфисаАмалия2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлевтинаАнфиса10', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АгатаАполлон4', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АсяАлександра4', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАнна4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлексейАнфиса13', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АндрейАриадна10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АртемийАмелия2', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АкулинаАлан9', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АкайоАлена2', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АгафонАлена4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлинаАгния12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АмалияАвгустин11', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АндрейАделаида6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАгния10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонинаАгата11', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнфисаАриадна11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АлсуАврора1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлсуАльфия12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнгелинаАгата10', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлинаАкулина4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АдаАлександра13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АмелияАнгелина3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АдонисАльбина6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АленаАрсен3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АдонисАрсений5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АполлонАрина13', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнисийАртур11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АмелияАрсений2', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АнжеликаАвгустин7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгатаАгата12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгнияАнатолий3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АллаАлсу11', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АполлинарийАлевтина12', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АльбинаАнгелина1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АкулинаАвраам7', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АрсенийАлександр12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АриаднаАгнесса3', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АмелияАкайо6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АмелияАрсений11', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АмалияАлена1', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АльбертАлина4', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлинаАгния4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АллаАлевтина10', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АсяАртур7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлексейАрхип7', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АленаАлла10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонАнна13', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АрсенийАркадий4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
